Item,Carbs,Calories,Protein,Meal,Day,Fat
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Steamed Broccoli with Lemon (1 cup)",27,578,55,Dinner,EVERY_DAY,25.7
"Shrimp (10 shrimp) with garlic, butter (1 tbsp), and olive oil (1 tbsp), Buttered Egg Noodles (1/2 cup), Peas and Carrots (1/2 cup)",32,578,45,Dinner,EVERY_DAY,25.7
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Mashed Sweet Potatoes (1 cup), Roasted Brussels Sprouts (1 cup)",72,577,45,Lunch,EVERY_DAY,12.1
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Quinoa (1 cup), Steamed Broccoli with Lemon (1 cup)",70,577,49,Lunch,EVERY_DAY,11.2
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Roasted Vegetables (1 cup)",51,576,40,Dinner,EVERY_DAY,23.6
"Rotisserie Chicken (1/4 chicken), Couscous (1 cup), Steamed Carrots (1 cup)",54,576,44,Dinner,EVERY_DAY,20.4
"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Steamed Cauliflower (1/2 cup)",41,575,41,Lunch,EVERY_DAY,25.6
"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Steamed Snow Peas (1/2 cup)",40,575,41,Lunch,EVERY_DAY,25.6
"Salmon (5 oz filet) with a honey mustard glaze, Parmesan Potato Wedges (5 wedges), Steamed Cauliflower (1/2 cup)",49,575,37,Lunch,EVERY_DAY,25.6
"Cilantro Lime Chicken (4 oz serving), Buttered Egg Noodles (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",47,575,40,Dinner,EVERY_DAY,25.2
"Cilantro Lime Chicken (4 oz serving), Lo Mein Noodles (1 cup), Steamed Broccoli with Lemon (1 cup)",71,575,42,Dinner,EVERY_DAY,13.7
"Flat Iron Steak (4 oz serving), Wild Rice (1 cup), Steamed Carrots (1/2 cup)",50,575,37,Dinner,EVERY_DAY,25.2
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",50,575,64,Dinner,EVERY_DAY,13.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Yellow Rice (1/2 cup), Steamed Carrots (1/2 cup)",30,575,51,Dinner,EVERY_DAY,25.6
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Braised Collard Greens (1 cup)",55,575,36,Dinner,EVERY_DAY,23.4
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Yellow Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",48,575,34,Dinner,EVERY_DAY,25.6
"Marinated Hanger Steak (4 oz serving), Parmesan Potato Wedges (5 wedges), Roasted Asparagus (1/2 cup)",44,575,38,Dinner,EVERY_DAY,25.6
"Pork Tenderloin with a light marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Steamed Cauliflower (1/2 cup)",51,575,42,Dinner,EVERY_DAY,22.6
"Pork Tenderloin with a light marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Steamed Snow Peas (1/2 cup)",50,575,42,Dinner,EVERY_DAY,23.0
"Pork Tenderloin with a light marinade (8 oz serving), Boiled Potatoes (1/2 cup), Steamed Cauliflower (1/2 cup)",25,575,74,Dinner,EVERY_DAY,19.9
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1/2 cup), Steamed Snow Peas (1/2 cup)",52,575,33,Dinner,EVERY_DAY,25.6
"Rotisserie Chicken (1/4 chicken), Jasmine Rice (1 cup), Roasted Asparagus (1/2 cup)",55,575,42,Dinner,EVERY_DAY,20.8
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Sauteed Green Beans (1/2 cup)",47,575,46,Dinner,EVERY_DAY,22.6
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Wild Rice (1 cup), Peas and Carrots (1/2 cup)",54,574,40,Lunch,EVERY_DAY,22.0
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Wild Rice (1 cup), Roasted Asparagus (1 cup)",50,574,42,Lunch,EVERY_DAY,22.9
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Wild Rice (1 cup), Roasted Broccolini (1/2 cup)",50,574,40,Dinner,EVERY_DAY,23.8
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Wild Rice (1 cup), Roasted Brussels Sprouts (1/2 cup)",50,574,40,Dinner,EVERY_DAY,23.8
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",37,574,44,Dinner,EVERY_DAY,25.5
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",41,574,43,Dinner,EVERY_DAY,25.5
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1/2 cup), Roasted Asparagus (1/2 cup)",52,573,33,Lunch,EVERY_DAY,25.5
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",25,572,53,Dinner,EVERY_DAY,25.4
"Salmon with a cajun spice (5 oz of salmon), Boiled Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",28,572,43,Dinner,EVERY_DAY,25.4
"Salmon with a cajun spice (5 oz of salmon), Roasted Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",27,572,43,Dinner,EVERY_DAY,25.4
"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Carrots (1/2 cup)",52,571,46,Dinner,EVERY_DAY,19.9
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Steamed Broccoli with Lemon (1 cup)",48,570,46,Lunch,EVERY_DAY,21.6
"Salmon (5 oz filet) with a honey mustard glaze, Quinoa (1/2 cup), Braised Collard Greens (1 cup)",44,570,40,Lunch,EVERY_DAY,25.3
"Cilantro Lime Chicken (8 oz serving), Buttered Egg Noodles (1/2 cup), Peas and Carrots (1/2 cup)",32,570,62,Dinner,EVERY_DAY,21.6
"Cilantro Lime Chicken (8 oz serving), Brown Rice (1/2 cup), Steamed Carrots (1 cup)",42,570,60,Dinner,EVERY_DAY,18.0
"Flat Iron Steak (4 oz serving), Brown Rice Pilaf (1/2 cup), Peas and Carrots (1/2 cup)",52,570,36,Dinner,EVERY_DAY,24.2
"Flat Iron Steak (4 oz serving), Wild Rice (1 cup), Steamed Broccoli with Lemon (1/2 cup)",46,570,38,Dinner,EVERY_DAY,25.3
"Flat Iron Steak (4 oz serving), Wild Rice (1 cup), Steamed Cauliflower (1 cup)",48,570,38,Dinner,EVERY_DAY,25.1
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Roasted Eggplant (1/2 cup)",47,570,63,Dinner,EVERY_DAY,14.4
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Roasted Vegetables (1/2 cup)",48,570,63,Dinner,EVERY_DAY,14.0
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Quinoa (1/2 cup), Steamed Broccoli with Lemon (1 cup)",35,570,66,Dinner,EVERY_DAY,18.4
"Lemon Herb Chicken Thigh (4 oz serving), Mashed Sweet Potatoes (1 cup), Grilled Squash (1/2 cup)",51,570,32,Dinner,EVERY_DAY,25.3
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Braised Collard Greens (1/2 cup)",27,570,58,Dinner,EVERY_DAY,25.3
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Peas and Carrots (1/2 cup)",30,570,58,Dinner,EVERY_DAY,24.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Boiled Potatoes (1/2 cup), Steamed Broccoli with Lemon (1 cup)",27,570,54,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Jasmine Rice (1/2 cup), Steamed Broccoli with Lemon (1/2 cup)",30,570,52,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Jasmine Rice (1/2 cup), Steamed Cauliflower (1 cup)",32,570,52,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Jasmine Rice (1/2 cup), Steamed Snow Peas (1 cup)",30,570,52,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1 cup), Steamed Carrots (1/2 cup)",71,570,35,Dinner,EVERY_DAY,16.2
"Marinated Hanger Steak (4 oz serving), Boiled Potatoes (1 cup), Roasted Corn (1/2 cup)",60,570,39,Dinner,EVERY_DAY,19.3
"Marinated Hanger Steak (4 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Carrots (1 cup)",59,570,40,Dinner,EVERY_DAY,19.3
"Marinated Hanger Steak (4 oz serving), Buttered Egg Noodles (1/2 cup), Grilled Squash (1/2 cup)",37,570,38,Dinner,EVERY_DAY,25.3
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1/2 cup), Sauteed Green Beans (1 cup)",50,570,41,Dinner,EVERY_DAY,22.9
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Roasted Asparagus (1 cup)",56,570,45,Dinner,EVERY_DAY,18.4
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Roasted Broccolini (1/2 cup)",56,570,43,Dinner,EVERY_DAY,19.3
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",56,570,43,Dinner,EVERY_DAY,19.3
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Roasted Potatoes (1/2 cup), Steamed Snow Peas (1 cup)",52,570,32,Dinner,EVERY_DAY,25.3
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1 cup), Roasted Vegetables (1 cup)",50,570,42,Dinner,EVERY_DAY,22.4
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",33,570,40,Dinner,EVERY_DAY,25.3
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1/2 cup), Braised Collard Greens (1 cup)",40,570,43,Dinner,EVERY_DAY,25.3
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Roasted Eggplant (1/2 cup)",44,570,45,Dinner,EVERY_DAY,23.8
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Roasted Vegetables (1/2 cup)",45,570,45,Dinner,EVERY_DAY,23.3
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1 cup), Roasted Vegetables (1 cup)",56,570,38,Dinner,EVERY_DAY,21.6
"Salmon with a cajun spice (5 oz of salmon), Boiled Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",48,570,35,Dinner,EVERY_DAY,25.3
"Salmon with a cajun spice (5 oz of salmon), Roasted Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",47,570,35,Dinner,EVERY_DAY,25.3
"Star Kist Tuna Pouch (1 pouch), Walnuts (1/2 cup), 1 banana",39,570,23,Snack,EVERY_DAY,25.3
"Star Kist Tuna Pouch (1 pouch), Walnuts (1/2 cup), 1 grapefruit",39,570,23,Snack,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Boiled Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",52,569,33,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",47,569,34,Dinner,EVERY_DAY,25.3
"Marinated Hanger Steak (4 oz serving), Wild Rice (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",41,569,40,Dinner,EVERY_DAY,25.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Roasted Asparagus (1 cup)",25,568,55,Dinner,EVERY_DAY,25.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Roasted Broccolini (1/2 cup)",25,568,53,Dinner,EVERY_DAY,25.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",25,568,53,Dinner,EVERY_DAY,25.2
"Pork Tenderloin with a light marinade (4 oz serving), Couscous (1/2 cup), Grilled Squash (1 cup)",44,568,42,Dinner,EVERY_DAY,24.9
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1 cup), Steamed Carrots (1 cup)",78,567,47,Lunch,EVERY_DAY,7.4
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Mashed Sweet Potatoes (1 cup), Roasted Corn (1/2 cup)",79,567,44,Lunch,EVERY_DAY,8.3
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",46,567,25,Lunch,EVERY_DAY,25.2
"Rotisserie Chicken (1/4 chicken), Couscous (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",37,567,43,Dinner,EVERY_DAY,25.2
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Steamed Carrots (1 cup)",57,566,40,Dinner,EVERY_DAY,19.8
"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Grilled Squash (1/2 cup)",56,566,46,Dinner,EVERY_DAY,17.6
"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Snow Peas (1 cup)",48,566,47,Dinner,EVERY_DAY,20.7
"Beef Stick (Sweet & Spicy) (1 Stick), Over Easy Bar (Banana Nut) (1 bar), Dried Cranberries (1/2 cup)",94,566,18,Snack,EVERY_DAY,13.1
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Roasted Corn (1/2 cup)",60,565,35,Lunch,EVERY_DAY,20.6
"Rotisserie Chicken (1/4 chicken), Brown Rice (1 cup), Steamed Snow Peas (1/2 cup)",52,565,41,Lunch,EVERY_DAY,21.4
"Rotisserie Chicken (1/4 chicken), Jasmine Rice (1 cup), Steamed Cauliflower (1/2 cup)",55,565,41,Lunch,EVERY_DAY,20.1
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Steamed Carrots (1/2 cup)",48,565,45,Lunch,EVERY_DAY,21.4
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Buttered Egg Noodles (1/2 cup), Steamed Carrots (1/2 cup)",32,565,56,Dinner,EVERY_DAY,23.7
"Cilantro Lime Chicken (4 oz serving), Mashed Sweet Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",46,565,38,Dinner,EVERY_DAY,25.1
"Cilantro Lime Chicken (8 oz serving), Roasted Potatoes (1 cup), Steamed Snow Peas (1/2 cup)",42,565,61,Dinner,EVERY_DAY,17.0
"Cilantro Lime Chicken (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Steamed Cauliflower (1/2 cup)",28,565,60,Dinner,EVERY_DAY,23.7
"Cilantro Lime Chicken (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Steamed Snow Peas (1/2 cup)",27,565,60,Dinner,EVERY_DAY,24.1
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",57,565,39,Dinner,EVERY_DAY,20.1
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Steamed Carrots (1/2 cup)",51,565,63,Dinner,EVERY_DAY,12.1
"Herb Roasted Chicken Breast (4 oz serving), Yellow Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",48,565,47,Dinner,EVERY_DAY,20.6
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Sauteed Green Beans (1/2 cup)",27,565,58,Dinner,EVERY_DAY,25.0
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Sauteed Green Beans (1 cup)",55,565,36,Dinner,EVERY_DAY,22.3
"Marinated Hanger Steak (4 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Cauliflower (1/2 cup)",44,565,37,Dinner,EVERY_DAY,25.1
"Marinated Hanger Steak (4 oz serving), Wild Rice (1 cup), Sauteed Green Beans (1/2 cup)",50,565,42,Dinner,EVERY_DAY,21.9
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",57,565,43,Dinner,EVERY_DAY,18.3
"Rotisserie Chicken (1/4 chicken), Yellow Rice (1 cup), Steamed Cauliflower (1/2 cup)",47,565,41,Dinner,EVERY_DAY,23.7
"Rotisserie Chicken (1/4 chicken), Yellow Rice (1 cup), Steamed Snow Peas (1/2 cup)",46,565,41,Dinner,EVERY_DAY,24.1
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1 cup), Steamed Cauliflower (1/2 cup)",61,565,37,Dinner,EVERY_DAY,19.2
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1 cup), Steamed Snow Peas (1/2 cup)",60,565,37,Dinner,EVERY_DAY,19.7
"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1 cup), Steamed Snow Peas (1/2 cup)",62,565,37,Dinner,EVERY_DAY,18.8
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Braised Collard Greens (1 cup)",62,564,31,Lunch,EVERY_DAY,21.3
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Roasted Brussels Sprouts (1 cup)",38,564,38,Lunch,EVERY_DAY,25.1
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Wild Rice (1 cup), Roasted Vegetables (1/2 cup)",49,564,39,Dinner,EVERY_DAY,23.6
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",57,561,46,Lunch,EVERY_DAY,16.6
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Quinoa (1/2 cup), Roasted Asparagus (1 cup)",33,560,66,Lunch,EVERY_DAY,18.2
"Lemon Herb Chicken Thigh (4 oz serving), Quinoa (1 cup), Steamed Carrots (1 cup)",57,560,36,Lunch,EVERY_DAY,20.9
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Braised Collard Greens (1/2 cup)",47,560,44,Lunch,EVERY_DAY,21.8
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Peas and Carrots (1/2 cup)",50,560,44,Lunch,EVERY_DAY,20.4
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Steamed Broccoli with Lemon (1/2 cup)",44,560,46,Lunch,EVERY_DAY,22.2
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Steamed Cauliflower (1 cup)",46,560,46,Lunch,EVERY_DAY,21.3
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Steamed Snow Peas (1 cup)",44,560,46,Lunch,EVERY_DAY,22.2
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Braised Collard Greens (1/2 cup)",55,560,40,Lunch,EVERY_DAY,20.0
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Peas and Carrots (1/2 cup)",58,560,40,Lunch,EVERY_DAY,18.7
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Roasted Asparagus (1 cup)",54,560,42,Lunch,EVERY_DAY,19.6
"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Buttered Egg Noodles (1 cup), Peas and Carrots (1 cup)",62,560,37,Dinner,EVERY_DAY,18.2
"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Broccolini (1cup)",54,560,37,Dinner,EVERY_DAY,21.8
"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Brussels Sprouts (1 cup)",54,560,37,Dinner,EVERY_DAY,21.8
"Cilantro Lime Chicken (4 oz serving), Lo Mein Noodles (1 cup), Sauteed Green Beans (1/2 cup)",70,560,40,Dinner,EVERY_DAY,13.3
"Cilantro Lime Chicken (8 oz serving), Roasted Potatoes (1/2 cup), Roasted Corn (1/2 cup)",38,560,61,Dinner,EVERY_DAY,18.2
"Cilantro Lime Chicken (8 oz serving), Jasmine Rice (1/2 cup), Steamed Broccoli with Lemon (1 cup)",35,560,62,Dinner,EVERY_DAY,19.1
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",48,560,36,Dinner,EVERY_DAY,24.9
"Flat Iron Steak (4 oz serving), Buttered Egg Noodles (1/2 cup), Sauteed Green Beans (1 cup)",38,560,36,Dinner,EVERY_DAY,24.9
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Steamed Broccoli with Lemon (1/2 cup)",47,560,64,Dinner,EVERY_DAY,12.9
"Lemon Herb Chicken Thigh (4 oz serving), Wild Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",46,560,38,Dinner,EVERY_DAY,24.9
"Lemon Herb Chicken Thigh (4 oz serving), Yellow Rice (1/2 cup), Grilled Squash (1 cup)",46,560,32,Dinner,EVERY_DAY,24.9
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Roasted Vegetables (1/2 cup)",25,560,57,Dinner,EVERY_DAY,24.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",24,560,52,Dinner,EVERY_DAY,24.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",24,560,52,Dinner,EVERY_DAY,24.9
"Marinated Hanger Steak (4 oz serving), Boiled Potatoes (1 cup), Roasted Vegetables (1 cup)",51,560,38,Dinner,EVERY_DAY,22.7
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1/2 cup), Roasted Corn (1 cup)",60,560,45,Dinner,EVERY_DAY,15.6
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Roasted Eggplant (1/2 cup)",54,560,42,Dinner,EVERY_DAY,19.6
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1/2 cup), Braised Collard Greens (1 cup)",36,560,44,Dinner,EVERY_DAY,24.9
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1 cup), Steamed Carrots (1 cup)",62,560,38,Dinner,EVERY_DAY,17.8
"Salmon with a cajun spice (5 oz of salmon), Jasmine Rice (1 cup), Peas and Carrots (1 cup)",74,560,33,Dinner,EVERY_DAY,14.7
"Sirloin with Szechuan Peppers (4 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Broccolini (1cup)",51,560,40,Dinner,EVERY_DAY,21.8
"Sirloin with Szechuan Peppers (4 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Brussels Sprouts (1 cup)",51,560,40,Dinner,EVERY_DAY,21.8
"Rotisserie Chicken (1/4 chicken), Boiled Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",37,559,42,Lunch,EVERY_DAY,24.8
"Lemon Herb Chicken Thigh (4 oz serving), Wild Rice (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",56,559,38,Dinner,EVERY_DAY,20.3
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",36,559,42,Dinner,EVERY_DAY,24.8
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",45,559,38,Dinner,EVERY_DAY,24.8
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Wild Rice (1 cup), Braised Collard Greens (1 cup)",58,558,30,Lunch,EVERY_DAY,22.9
