athlete_id,name,age,gender,sport_league,sport_type,height_cm,weight_kg,body_fat_percentage,bmr_calories,activity_level,training_experience_years,competition_level,user_scenario,goals,adherence_rate,created_date
ATH000444,NFL Weight Gain 444,27,F,NFL,Team Sport,189,90,12.8,1739.0,Moderate,3,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000445,Tennis Amateur Athlete 445,22,F,Tennis,Power,172,71,18.3,1549.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000446,NFL Amateur Athlete 446,30,M,NFL,Team Sport,191,110,14.6,2332.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000447,Swimming Professional 447,25,M,Swimming,Endurance,181,64,8.7,1683.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000448,Tennis Fitness Enthusiast 448,37,F,Tennis,Power,154,59,12.1,1331.0,High,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000449,NBA Amateur Athlete 449,27,F,NBA,Team Sport,165,102,17.5,1810.0,High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000450,Tennis Weight Loss 450,28,M,Tennis,Power,178,102,26.1,2171.0,High,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000451,Soccer Amateur Athlete 451,30,F,Soccer,Endurance,153,67,14.6,1439.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000452,Swimming Fitness Enthusiast 452,36,M,Swimming,Endurance,187,72,9.7,1749.0,High,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000453,Tennis Elite Athlete 453,21,F,Tennis,Power,178,67,17.8,1527.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000454,Tennis Amateur Athlete 454,24,F,Tennis,Power,172,56,17.3,1397.0,High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000455,Cricket Professional 455,34,F,Cricket,Skill,167,56,23.7,1341.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000456,NBA Weight Gain 456,33,F,NBA,Team Sport,178,73,15.9,1528.0,Moderate,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000457,Swimming Elite Athlete 457,21,F,Swimming,Endurance,177,63,18.1,1487.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000458,NBA Amateur Athlete 458,30,M,NBA,Team Sport,208,86,7.2,2087.0,High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000459,NBA Fitness Enthusiast 459,29,F,NBA,Team Sport,175,112,17.0,1914.0,Moderate,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000460,Cycling Fitness Enthusiast 460,27,F,Cycling,Endurance,170,51,16.5,1331.0,Moderate,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000461,Swimming Professional 461,29,F,Swimming,Endurance,180,56,15.8,1388.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000462,NFL Fitness Enthusiast 462,25,F,NFL,Team Sport,163,90,22.3,1700.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000463,Soccer Professional 463,24,F,Soccer,Endurance,165,68,13.6,1498.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000464,Soccer Professional 464,29,M,Soccer,Endurance,165,69,6.1,1645.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000465,Boxing Amateur Athlete 465,35,M,Boxing,Power,186,67,8.3,1682.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000466,Cycling Amateur Athlete 466,31,M,Cycling,Endurance,185,80,6.0,1883.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000467,Swimming Amateur Athlete 467,40,F,Swimming,Endurance,158,62,18.9,1353.0,Very High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000468,Tennis Amateur Athlete 468,33,F,Tennis,Power,161,56,13.0,1334.0,Very High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000469,Tennis Fitness Enthusiast 469,19,F,Tennis,Power,159,70,19.8,1530.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000470,Cycling Amateur Athlete 470,20,F,Cycling,Endurance,157,56,13.0,1388.0,High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000471,Soccer Fitness Enthusiast 471,21,M,Soccer,Endurance,178,80,6.2,1915.0,Moderate,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000472,NFL Fitness Enthusiast 472,36,M,NFL,Team Sport,184,102,15.1,2147.0,High,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000473,Boxing Amateur Athlete 473,26,F,Boxing,Power,162,49,13.7,1302.0,High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000474,Cricket Amateur Athlete 474,38,M,Cricket,Skill,184,66,14.4,1638.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000475,NFL Amateur Athlete 475,24,M,NFL,Team Sport,177,98,8.7,2138.0,High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000476,Cricket Elite Athlete 476,29,F,Cricket,Skill,172,59,16.4,1402.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000477,Tennis Professional 477,19,F,Tennis,Power,164,53,14.7,1376.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000478,Boxing Weight Gain 478,40,M,Boxing,Power,173,80,5.2,1762.0,Moderate,4,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000479,Swimming Fitness Enthusiast 479,27,M,Swimming,Endurance,196,87,9.4,2061.0,Moderate,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000480,Cricket Amateur Athlete 480,38,F,Cricket,Skill,171,74,21.9,1501.0,High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000481,Soccer Amateur Athlete 481,23,M,Soccer,Endurance,166,66,8.6,1649.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000482,Cycling Professional 482,35,M,Cycling,Endurance,175,79,9.3,1792.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000483,Cricket Amateur Athlete 483,38,M,Cricket,Skill,190,82,14.7,1888.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000484,NBA Amateur Athlete 484,29,M,NBA,Team Sport,203,87,8.5,2083.0,High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000485,Boxing Amateur Athlete 485,35,F,Boxing,Power,170,54,15.6,1322.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000486,Cricket Elite Athlete 486,33,F,Cricket,Skill,168,58,15.6,1366.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000487,Soccer Weight Loss 487,33,F,Soccer,Endurance,155,73,27.3,1486.0,High,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000488,Cycling Amateur Athlete 488,27,F,Cycling,Endurance,161,52,11.4,1324.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000489,Cricket Elite Athlete 489,27,F,Cricket,Skill,159,60,15.3,1397.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000490,Soccer Weight Gain 490,38,F,Soccer,Endurance,151,48,12.4,1216.0,Moderate,3,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000491,NBA Professional 491,25,F,NBA,Team Sport,178,96,17.4,1786.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000492,Soccer Fitness Enthusiast 492,37,F,Soccer,Endurance,161,58,16.6,1335.0,Moderate,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000493,NBA Weight Loss 493,27,F,NBA,Team Sport,193,86,22.8,1708.0,Moderate,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000494,NFL Fitness Enthusiast 494,29,M,NFL,Team Sport,182,120,8.5,2431.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000495,Soccer Amateur Athlete 495,35,F,Soccer,Endurance,155,57,17.6,1323.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000496,Soccer Fitness Enthusiast 496,25,M,Soccer,Endurance,175,63,9.7,1640.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000497,Cricket Amateur Athlete 497,28,M,Cricket,Skill,188,90,8.6,2056.0,High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000498,Cricket Professional 498,24,M,Cricket,Skill,170,66,10.0,1663.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000499,Soccer Fitness Enthusiast 499,32,M,Soccer,Endurance,178,61,12.0,1580.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000500,Boxing Amateur Athlete 500,25,F,Boxing,Power,167,59,19.3,1411.0,High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000501,Soccer Professional 501,19,F,Soccer,Endurance,153,62,16.6,1442.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000502,NBA Elite Athlete 502,26,F,NBA,Team Sport,165,79,14.6,1594.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000503,Soccer Weight Loss 503,23,F,Soccer,Endurance,169,75,32.4,1577.0,Moderate,2,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000504,Swimming Professional 504,36,M,Swimming,Endurance,172,80,8.2,1784.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000505,Cycling Professional 505,26,F,Cycling,Endurance,156,53,11.9,1329.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000506,NBA Fitness Enthusiast 506,31,F,NBA,Team Sport,171,72,12.9,1515.0,High,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000507,Cricket Weight Loss 507,32,M,Cricket,Skill,183,86,22.4,1949.0,High,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000508,Tennis Fitness Enthusiast 508,21,F,Tennis,Power,173,54,15.7,1393.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000509,Tennis Professional 509,25,F,Tennis,Power,175,61,19.0,1445.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000510,NBA Amateur Athlete 510,37,F,NBA,Team Sport,196,102,18.3,1820.0,High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000511,Cricket Fitness Enthusiast 511,40,F,Cricket,Skill,174,60,18.8,1364.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000512,NFL Elite Athlete 512,35,M,NFL,Team Sport,184,102,16.9,2153.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000513,Swimming Amateur Athlete 513,26,F,Swimming,Endurance,173,75,14.3,1571.0,Very High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000514,Tennis Professional 514,34,F,Tennis,Power,169,47,13.7,1258.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000515,Swimming Fitness Enthusiast 515,27,M,Swimming,Endurance,184,65,8.6,1699.0,Moderate,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000516,Swimming Casual User 516,33,M,Swimming,Endurance,170,80,6.0,1794.0,Moderate,6,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000517,Cricket Fitness Enthusiast 517,30,M,Cricket,Skill,189,88,9.1,2020.0,High,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000518,NBA Elite Athlete 518,27,M,NBA,Team Sport,199,135,8.5,2736.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000519,Cycling Amateur Athlete 519,36,M,Cycling,Endurance,173,64,8.7,1569.0,Very High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000520,Tennis Amateur Athlete 520,18,F,Tennis,Power,179,71,19.2,1581.0,High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000521,Soccer Professional 521,29,F,Soccer,Endurance,161,62,16.2,1410.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000522,NFL Elite Athlete 522,33,M,NFL,Team Sport,177,85,13.1,1898.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000523,Cycling Fitness Enthusiast 523,27,F,Cycling,Endurance,160,53,15.7,1332.0,Moderate,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000524,Soccer Professional 524,20,M,Soccer,Endurance,168,65,7.4,1666.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000525,Soccer Amateur Athlete 525,35,M,Soccer,Endurance,177,71,7.0,1692.0,Very High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000526,NFL Elite Athlete 526,26,F,NFL,Team Sport,188,127,20.6,2096.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000527,NBA Weight Loss 527,38,M,NBA,Team Sport,188,153,16.6,2854.0,High,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000528,NFL Professional 528,23,F,NFL,Team Sport,188,81,24.1,1670.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000529,Boxing Professional 529,21,F,Boxing,Power,174,55,16.2,1405.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000530,Soccer Fitness Enthusiast 530,18,M,Soccer,Endurance,184,85,11.8,2034.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000531,Cricket Professional 531,25,F,Cricket,Skill,159,70,14.9,1502.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000532,Cycling Fitness Enthusiast 532,22,M,Cycling,Endurance,177,69,5.6,1752.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000533,Soccer Amateur Athlete 533,31,F,Soccer,Endurance,163,56,13.0,1347.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000534,NBA Elite Athlete 534,21,F,NBA,Team Sport,167,90,15.3,1726.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000535,Swimming Professional 535,34,M,Swimming,Endurance,172,65,7.5,1591.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000536,Cricket Professional 536,28,M,Cricket,Skill,173,70,12.2,1706.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000537,NBA Casual User 537,33,M,NBA,Team Sport,189,83,13.4,1931.0,High,6,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000538,NFL Elite Athlete 538,24,M,NFL,Team Sport,178,97,11.7,2129.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000539,Cricket Weight Gain 539,24,M,Cricket,Skill,182,60,7.6,1640.0,Moderate,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000540,Cycling Casual User 540,22,M,Cycling,Endurance,175,79,6.9,1880.0,Moderate,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000541,Soccer Fitness Enthusiast 541,22,F,Soccer,Endurance,166,66,11.4,1490.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000542,Soccer Fitness Enthusiast 542,36,F,Soccer,Endurance,158,58,16.8,1334.0,Moderate,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000543,Cricket Fitness Enthusiast 543,34,F,Cricket,Skill,159,72,15.5,1479.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000544,NFL Fitness Enthusiast 544,21,F,NFL,Team Sport,172,133,25.6,2147.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000545,NBA Elite Athlete 545,27,F,NBA,Team Sport,198,74,18.0,1603.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000546,Cricket Amateur Athlete 546,40,F,Cricket,Skill,172,73,17.7,1484.0,Very High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000547,Boxing Fitness Enthusiast 547,36,F,Boxing,Power,156,57,13.5,1320.0,High,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000548,NFL Amateur Athlete 548,19,F,NFL,Team Sport,161,122,14.3,2031.0,High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000549,Boxing Fitness Enthusiast 549,24,M,Boxing,Power,177,68,9.4,1725.0,High,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000550,Cricket Professional 550,18,M,Cricket,Skill,182,87,15.2,2052.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000551,Boxing Professional 551,21,M,Boxing,Power,182,69,6.7,1784.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000552,Swimming Elite Athlete 552,18,M,Swimming,Endurance,179,84,9.1,1996.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000553,Cricket Amateur Athlete 553,21,M,Cricket,Skill,181,72,13.0,1820.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000554,Boxing Professional 554,36,F,Boxing,Power,166,52,17.9,1291.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000555,Tennis Amateur Athlete 555,35,M,Tennis,Power,171,55,8.0,1442.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000556,Soccer Weight Loss 556,22,M,Soccer,Endurance,177,99,23.2,2165.0,Moderate,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000557,Tennis Professional 557,33,M,Tennis,Power,174,69,6.7,1663.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000558,NFL Elite Athlete 558,34,F,NFL,Team Sport,161,128,18.6,2018.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000559,Soccer Amateur Athlete 559,34,F,Soccer,Endurance,168,57,14.2,1352.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000560,Soccer Fitness Enthusiast 560,21,M,Soccer,Endurance,184,79,11.9,1932.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000561,Swimming Fitness Enthusiast 561,40,F,Swimming,Endurance,172,69,15.2,1446.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000562,NBA Amateur Athlete 562,38,F,NBA,Team Sport,167,74,12.2,1494.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000563,Cycling Amateur Athlete 563,29,F,Cycling,Endurance,169,53,14.9,1339.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000564,NBA Amateur Athlete 564,31,M,NBA,Team Sport,187,117,10.4,2402.0,High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000565,Tennis Professional 565,37,M,Tennis,Power,193,83,6.0,1924.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000566,Soccer Fitness Enthusiast 566,20,F,Soccer,Endurance,151,69,11.6,1501.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000567,Boxing Fitness Enthusiast 567,33,F,Boxing,Power,160,56,13.7,1332.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000568,Tennis Professional 568,21,F,Tennis,Power,176,56,17.7,1418.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000569,NFL Professional 569,29,M,NFL,Team Sport,182,103,12.4,2198.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000570,NBA Amateur Athlete 570,36,F,NBA,Team Sport,189,113,21.3,1917.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000571,Cricket Professional 571,30,M,Cricket,Skill,185,66,14.6,1697.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000572,NFL Fitness Enthusiast 572,29,F,NFL,Team Sport,179,124,24.5,2036.0,High,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000573,Tennis Professional 573,18,M,Tennis,Power,177,58,9.7,1628.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000574,NBA Amateur Athlete 574,32,F,NBA,Team Sport,193,113,20.2,1943.0,High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000575,Cycling Weight Loss 575,35,M,Cycling,Endurance,175,86,19.4,1888.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000576,Cycling Casual User 576,27,F,Cycling,Endurance,156,60,16.0,1391.0,High,3,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000577,NBA Professional 577,38,M,NBA,Team Sport,199,135,12.7,2662.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000578,NFL Fitness Enthusiast 578,26,M,NFL,Team Sport,205,93,11.2,2195.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000579,Cycling Professional 579,35,M,Cycling,Endurance,175,68,6.6,1641.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000580,Tennis Elite Athlete 580,19,F,Tennis,Power,157,56,20.7,1392.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000581,Tennis Amateur Athlete 581,24,F,Tennis,Power,156,70,17.2,1501.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000582,Cricket Weight Gain 582,24,F,Cricket,Skill,162,42,11.8,1244.0,High,2,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000583,NBA Amateur Athlete 583,39,F,NBA,Team Sport,190,113,15.6,1905.0,Very High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000584,Cycling Weight Gain 584,19,F,Cycling,Endurance,170,50,10.2,1359.0,Moderate,2,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000585,Tennis Professional 585,18,M,Tennis,Power,166,68,11.4,1711.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000586,Boxing Elite Athlete 586,28,M,Boxing,Power,177,74,8.2,1781.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000587,Swimming Elite Athlete 587,20,M,Swimming,Endurance,187,90,7.7,2105.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000588,Cycling Amateur Athlete 588,36,F,Cycling,Endurance,164,51,15.8,1278.0,High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000589,Cycling Casual User 589,31,F,Cycling,Endurance,158,51,10.9,1290.0,Moderate,4,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000590,Cricket Fitness Enthusiast 590,39,F,Cricket,Skill,174,59,14.3,1359.0,Moderate,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000591,Cricket Professional 591,40,M,Cricket,Skill,178,68,15.8,1622.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
