performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00004052,ATH000821,2022-03-24,62.4,2.21,0.0,77.3,8.2,weight_loss,Boxing
PERF00004053,ATH000821,2023-05-19,80.0,17.61,0.57,78.9,8.2,weight_loss,Boxing
PERF00004054,ATH000821,2024-01-26,63.0,-16.99,0.0,79.6,8.2,weight_loss,Boxing
PERF00004055,ATH000821,2024-07-23,60.7,-2.27,0.0,77.4,7.9,weight_loss,Boxing
PERF00004056,ATH000821,2024-12-26,77.9,17.17,0.57,77.4,7.9,weight_loss,Boxing
PERF00004057,ATH000822,2022-01-09,53.3,3.27,0.0,76.0,8.5,casual_user,Soccer
PERF00004058,ATH000822,2022-11-15,71.4,18.11,0.71,73.3,8.0,casual_user,Soccer
PERF00004059,ATH000822,2023-08-07,72.0,0.57,0.71,73.0,8.1,casual_user,Soccer
PERF00004060,ATH000822,2024-01-16,53.5,-18.54,0.14,71.3,8.0,casual_user,Soccer
PERF00004061,ATH000822,2024-08-19,70.9,17.41,0.71,73.3,7.9,casual_user,Soccer
PERF00004062,ATH000823,2022-04-18,100.0,-0.61,1.0,82.0,7.5,elite_athlete,Cricket
PERF00004063,ATH000823,2022-12-14,100.0,0.0,1.0,73.7,8.1,elite_athlete,Cricket
PERF00004064,ATH000823,2023-06-29,100.0,0.0,1.0,77.1,8.0,elite_athlete,Cricket
PERF00004065,ATH000823,2024-04-19,100.0,0.0,1.0,75.3,8.1,elite_athlete,Cricket
PERF00004066,ATH000823,2024-10-12,100.0,0.0,1.0,74.6,8.2,elite_athlete,Cricket
PERF00004067,ATH000824,2022-01-13,96.4,0.19,1.0,68.0,7.6,elite_athlete,Tennis
PERF00004068,ATH000824,2022-09-19,100.0,3.6,1.0,71.6,8.2,elite_athlete,Tennis
PERF00004069,ATH000824,2023-04-06,99.7,-0.34,1.0,69.6,8.2,elite_athlete,Tennis
PERF00004070,ATH000824,2023-12-29,99.2,-0.54,1.0,69.6,8.1,elite_athlete,Tennis
PERF00004071,ATH000824,2024-12-10,100.0,0.8,1.0,73.6,8.1,elite_athlete,Tennis
PERF00004072,ATH000825,2022-01-09,89.0,4.25,1.0,70.0,7.0,professional,NFL
PERF00004073,ATH000825,2022-09-11,92.6,3.59,1.0,74.6,7.4,professional,NFL
PERF00004074,ATH000825,2023-10-24,93.5,0.86,1.0,75.6,7.6,professional,NFL
PERF00004075,ATH000825,2024-04-05,93.5,-0.04,1.0,75.6,7.6,professional,NFL
PERF00004076,ATH000825,2024-10-09,94.4,0.91,1.0,75.4,7.8,professional,NFL
PERF00004077,ATH000826,2022-01-04,75.0,4.16,0.0,75.0,8.9,elite_athlete,Soccer
PERF00004078,ATH000826,2022-06-23,98.2,23.23,1.0,71.7,7.7,elite_athlete,Soccer
PERF00004079,ATH000826,2023-01-25,97.4,-0.77,1.0,71.4,7.6,elite_athlete,Soccer
PERF00004080,ATH000826,2023-08-05,98.8,1.4,1.0,71.0,7.9,elite_athlete,Soccer
PERF00004081,ATH000826,2024-11-18,99.4,0.57,1.0,73.9,7.8,elite_athlete,Soccer
PERF00004082,ATH000827,2022-02-13,58.4,4.3,0.0,64.7,8.2,weight_loss,NFL
PERF00004083,ATH000827,2023-02-04,92.7,34.34,1.0,72.0,8.6,weight_loss,NFL
PERF00004084,ATH000827,2024-02-13,89.8,-2.87,1.0,69.4,8.2,weight_loss,NFL
PERF00004085,ATH000827,2024-05-30,89.5,-0.33,1.0,68.7,8.2,weight_loss,NFL
PERF00004086,ATH000827,2024-12-21,89.7,0.24,1.0,69.9,8.2,weight_loss,NFL
PERF00004087,ATH000828,2022-02-02,89.0,0.89,1.0,70.0,7.0,professional,Tennis
PERF00004088,ATH000828,2022-10-15,79.9,-9.09,0.57,72.6,7.6,professional,Tennis
PERF00004089,ATH000828,2023-05-24,84.2,4.31,0.57,77.9,8.1,professional,Tennis
PERF00004090,ATH000828,2024-05-03,82.5,-1.74,0.57,75.6,7.9,professional,Tennis
PERF00004091,ATH000828,2024-11-09,82.6,0.11,0.57,71.6,8.2,professional,Tennis
PERF00004092,ATH000829,2022-01-27,81.5,-0.85,0.43,77.0,8.5,professional,Soccer
PERF00004093,ATH000829,2022-10-03,94.3,12.76,1.0,68.0,8.2,professional,Soccer
PERF00004094,ATH000829,2023-05-11,93.8,-0.47,1.0,68.7,8.0,professional,Soccer
PERF00004095,ATH000829,2023-09-03,67.6,-26.16,0.14,69.3,7.9,professional,Soccer
PERF00004096,ATH000829,2024-10-05,66.9,-0.74,0.14,66.4,7.9,professional,Soccer
PERF00004097,ATH000830,2022-03-12,67.4,4.64,0.0,72.5,7.5,elite_athlete,Soccer
PERF00004098,ATH000830,2022-11-24,97.0,29.64,1.0,71.6,7.5,elite_athlete,Soccer
PERF00004099,ATH000830,2023-10-12,99.6,2.6,1.0,73.4,7.9,elite_athlete,Soccer
PERF00004100,ATH000830,2024-06-01,99.9,0.3,1.0,70.9,8.1,elite_athlete,Soccer
PERF00004101,ATH000830,2024-10-19,99.6,-0.29,1.0,71.6,8.0,elite_athlete,Soccer
PERF00004102,ATH000831,2022-01-13,88.7,-1.67,1.0,79.0,8.4,fitness_enthusiast,NBA
PERF00004103,ATH000831,2022-10-25,85.3,-3.4,1.0,72.4,8.1,fitness_enthusiast,NBA
PERF00004104,ATH000831,2023-10-02,85.0,-0.31,1.0,74.7,7.9,fitness_enthusiast,NBA
PERF00004105,ATH000831,2024-04-05,84.5,-0.47,1.0,72.7,7.9,fitness_enthusiast,NBA
PERF00004106,ATH000831,2024-11-05,84.6,0.1,1.0,71.3,8.0,fitness_enthusiast,NBA
PERF00004107,ATH000832,2022-01-04,90.2,0.28,1.0,74.0,8.0,amateur_athlete,Cricket
PERF00004108,ATH000832,2023-03-12,88.5,-1.71,1.0,69.7,7.9,amateur_athlete,Cricket
PERF00004109,ATH000832,2023-05-27,79.5,-8.96,0.71,71.6,7.7,amateur_athlete,Cricket
PERF00004110,ATH000832,2024-06-05,89.4,9.94,1.0,69.6,8.1,amateur_athlete,Cricket
PERF00004111,ATH000832,2024-11-11,89.4,0.03,1.0,70.0,8.1,amateur_athlete,Cricket
PERF00004112,ATH000833,2022-02-20,87.2,4.8,1.0,69.0,7.7,amateur_athlete,Soccer
PERF00004113,ATH000833,2022-08-15,89.9,2.73,1.0,70.7,8.1,amateur_athlete,Soccer
PERF00004114,ATH000833,2023-05-16,88.6,-1.3,1.0,70.6,7.9,amateur_athlete,Soccer
PERF00004115,ATH000833,2024-04-05,89.1,0.51,1.0,69.4,8.1,amateur_athlete,Soccer
PERF00004116,ATH000833,2024-10-31,79.9,-9.23,0.71,68.1,8.0,amateur_athlete,Soccer
PERF00004117,ATH000834,2022-02-03,89.0,0.39,1.0,70.0,7.0,professional,NBA
PERF00004118,ATH000834,2022-09-08,93.2,4.24,1.0,69.9,7.9,professional,NBA
PERF00004119,ATH000834,2023-05-30,93.8,0.64,1.0,70.4,7.9,professional,NBA
PERF00004120,ATH000834,2023-12-07,94.3,0.54,1.0,70.4,8.0,professional,NBA
PERF00004121,ATH000834,2024-09-29,95.2,0.87,1.0,72.0,8.1,professional,NBA
PERF00004122,ATH000835,2022-01-05,92.9,2.81,1.0,63.0,8.2,professional,Swimming
PERF00004123,ATH000835,2022-05-01,92.8,-0.13,1.0,67.6,7.9,professional,Swimming
PERF00004124,ATH000835,2023-04-24,93.2,0.41,1.0,66.4,8.1,professional,Swimming
PERF00004125,ATH000835,2024-01-07,93.8,0.63,1.0,68.0,8.1,professional,Swimming
PERF00004126,ATH000835,2024-10-29,92.6,-1.23,1.0,67.1,7.9,professional,Swimming
PERF00004127,ATH000836,2022-01-23,89.0,3.03,1.0,70.0,7.0,professional,Swimming
PERF00004128,ATH000836,2022-10-19,95.8,6.79,1.0,74.3,8.1,professional,Swimming
PERF00004129,ATH000836,2023-03-25,95.8,-0.03,1.0,74.7,8.1,professional,Swimming
PERF00004130,ATH000836,2023-11-21,95.6,-0.2,1.0,77.0,7.9,professional,Swimming
PERF00004131,ATH000836,2024-10-02,96.8,1.24,1.0,76.9,8.2,professional,Swimming
PERF00004132,ATH000837,2022-01-31,59.6,1.1,0.0,67.0,8.3,weight_loss,Tennis
PERF00004133,ATH000837,2022-06-19,89.9,30.29,1.0,72.7,8.0,weight_loss,Tennis
PERF00004134,ATH000837,2023-04-08,75.1,-14.79,0.43,76.6,8.3,weight_loss,Tennis
PERF00004135,ATH000837,2024-02-19,73.6,-1.54,0.43,75.4,8.0,weight_loss,Tennis
PERF00004136,ATH000837,2024-11-10,78.5,4.94,0.57,76.6,8.1,weight_loss,Tennis
PERF00004137,ATH000838,2022-02-25,82.2,3.7,1.0,68.0,7.8,fitness_enthusiast,NFL
PERF00004138,ATH000838,2022-08-25,85.2,3.0,1.0,69.0,8.3,fitness_enthusiast,NFL
PERF00004139,ATH000838,2023-05-29,82.9,-2.31,1.0,72.0,7.7,fitness_enthusiast,NFL
PERF00004140,ATH000838,2024-06-20,84.2,1.26,1.0,70.3,8.0,fitness_enthusiast,NFL
PERF00004141,ATH000838,2024-12-12,84.7,0.49,1.0,73.0,8.0,fitness_enthusiast,NFL
PERF00004142,ATH000839,2022-01-10,94.0,0.0,1.0,70.0,7.0,elite_athlete,Tennis
PERF00004143,ATH000839,2022-11-25,99.7,5.66,1.0,72.4,8.0,elite_athlete,Tennis
PERF00004144,ATH000839,2023-06-07,100.0,0.3,1.0,72.3,8.1,elite_athlete,Tennis
PERF00004145,ATH000839,2024-03-10,93.3,-6.66,0.71,75.4,8.3,elite_athlete,Tennis
PERF00004146,ATH000839,2024-12-23,81.4,-11.86,0.43,72.4,7.8,elite_athlete,Tennis
PERF00004147,ATH000840,2022-01-16,54.0,0.33,0.0,70.0,7.0,weight_loss,Boxing
PERF00004148,ATH000840,2022-08-07,60.8,6.79,0.0,73.6,8.1,weight_loss,Boxing
PERF00004149,ATH000840,2023-03-27,86.2,25.36,0.86,75.3,8.0,weight_loss,Boxing
PERF00004150,ATH000840,2024-02-01,86.4,0.16,0.86,75.0,8.0,weight_loss,Boxing
PERF00004151,ATH000840,2024-07-28,85.5,-0.87,0.86,73.4,8.0,weight_loss,Boxing
PERF00004152,ATH000841,2022-02-24,59.8,-1.47,0.0,71.0,8.1,weight_gain,Cycling
PERF00004153,ATH000841,2022-07-18,71.8,11.99,0.43,72.9,7.8,weight_gain,Cycling
PERF00004154,ATH000841,2023-09-05,79.2,7.36,0.71,72.4,7.6,weight_gain,Cycling
PERF00004155,ATH000841,2024-09-10,81.3,2.13,0.71,70.9,8.1,weight_gain,Cycling
PERF00004156,ATH000841,2024-12-27,79.6,-1.66,0.71,68.6,7.9,weight_gain,Cycling
PERF00004157,ATH000842,2022-08-23,100.0,3.63,1.0,71.6,8.1,elite_athlete,NBA
PERF00004158,ATH000842,2023-04-11,99.5,-0.53,1.0,72.3,8.0,elite_athlete,NBA
PERF00004159,ATH000842,2024-02-08,99.5,0.01,1.0,71.7,8.0,elite_athlete,NBA
PERF00004160,ATH000842,2024-09-26,100.0,0.5,1.0,70.9,8.2,elite_athlete,NBA
PERF00004161,ATH000842,2024-12-18,100.0,0.0,1.0,70.9,8.2,elite_athlete,NBA
PERF00004162,ATH000843,2022-01-05,84.0,2.97,1.0,70.0,7.0,weight_loss,Swimming
PERF00004163,ATH000843,2022-07-17,89.1,5.12,1.0,68.2,8.1,weight_loss,Swimming
PERF00004164,ATH000843,2023-03-04,90.3,1.17,1.0,71.1,8.2,weight_loss,Swimming
PERF00004165,ATH000843,2023-12-26,90.1,-0.16,1.0,70.7,8.2,weight_loss,Swimming
PERF00004166,ATH000843,2024-07-25,91.2,1.09,1.0,73.0,8.3,weight_loss,Swimming
PERF00004167,ATH000844,2022-03-10,84.0,2.39,1.0,70.0,7.0,amateur_athlete,Tennis
PERF00004168,ATH000844,2022-12-12,59.3,-24.74,0.0,70.1,8.0,amateur_athlete,Tennis
PERF00004169,ATH000844,2023-08-10,59.6,0.33,0.0,73.3,7.9,amateur_athlete,Tennis
PERF00004170,ATH000844,2024-01-15,89.6,30.03,1.0,73.3,7.9,amateur_athlete,Tennis
PERF00004171,ATH000844,2024-12-06,89.6,0.03,1.0,73.3,7.9,amateur_athlete,Tennis
PERF00004172,ATH000845,2022-02-25,94.2,4.94,1.0,80.0,7.4,professional,Swimming
PERF00004173,ATH000845,2022-07-16,96.9,2.74,1.0,76.0,8.2,professional,Swimming
PERF00004174,ATH000845,2023-06-05,96.0,-0.9,1.0,76.4,8.0,professional,Swimming
PERF00004175,ATH000845,2024-05-07,95.2,-0.8,1.0,76.9,7.8,professional,Swimming
PERF00004176,ATH000845,2024-10-26,94.6,-0.61,1.0,71.0,8.1,professional,Swimming
PERF00004177,ATH000846,2022-01-30,49.0,3.71,0.0,70.0,7.0,fitness_enthusiast,Tennis
PERF00004178,ATH000846,2022-11-12,85.9,36.93,1.0,75.7,8.0,fitness_enthusiast,Tennis
PERF00004179,ATH000846,2023-06-30,70.3,-15.64,0.57,69.4,7.9,fitness_enthusiast,Tennis
PERF00004180,ATH000846,2024-03-01,70.0,-0.33,0.57,68.7,7.8,fitness_enthusiast,Tennis
PERF00004181,ATH000846,2024-12-20,83.3,13.26,1.0,69.4,7.9,fitness_enthusiast,Tennis
PERF00004182,ATH000847,2022-01-13,97.6,3.59,1.0,77.0,8.3,professional,NFL
PERF00004183,ATH000847,2022-08-26,94.8,-2.77,1.0,73.0,8.0,professional,NFL
PERF00004184,ATH000847,2023-02-04,96.4,1.64,1.0,76.7,8.1,professional,NFL
PERF00004185,ATH000847,2023-11-10,91.5,-4.94,0.86,75.6,8.0,professional,NFL
PERF00004186,ATH000847,2024-07-27,94.4,2.94,1.0,74.6,7.8,professional,NFL
PERF00004187,ATH000848,2022-01-31,64.4,-1.44,0.0,73.0,8.9,amateur_athlete,Tennis
PERF00004188,ATH000848,2022-08-26,72.7,8.27,0.43,75.6,7.8,amateur_athlete,Tennis
PERF00004189,ATH000848,2023-05-13,76.4,3.67,0.57,71.7,7.9,amateur_athlete,Tennis
PERF00004190,ATH000848,2024-05-28,91.7,15.3,1.0,72.6,8.4,amateur_athlete,Tennis
PERF00004191,ATH000848,2024-12-03,90.1,-1.63,1.0,72.9,8.0,amateur_athlete,Tennis
PERF00004192,ATH000849,2022-02-04,89.6,-0.5,1.0,77.0,7.7,weight_gain,Soccer
PERF00004193,ATH000849,2022-07-15,89.8,0.23,1.0,69.4,8.2,weight_gain,Soccer
PERF00004194,ATH000849,2022-11-09,78.4,-11.44,0.71,66.4,7.8,weight_gain,Soccer
PERF00004195,ATH000849,2023-06-07,75.2,-3.19,0.57,66.4,8.0,weight_gain,Soccer
PERF00004196,ATH000849,2024-09-26,75.9,0.71,0.57,69.0,8.0,weight_gain,Soccer
PERF00004197,ATH000850,2022-02-01,93.7,2.73,1.0,69.0,9.0,amateur_athlete,NFL
PERF00004198,ATH000850,2023-01-06,61.1,-32.61,0.0,73.9,8.2,amateur_athlete,NFL
PERF00004199,ATH000850,2023-11-17,61.4,0.31,0.0,75.4,8.2,amateur_athlete,NFL
PERF00004200,ATH000850,2024-05-25,61.6,0.16,0.0,74.7,8.2,amateur_athlete,NFL
PERF00004201,ATH000850,2024-12-01,84.1,22.46,0.71,76.9,8.3,amateur_athlete,NFL
PERF00004202,ATH000851,2022-01-20,91.0,-1.89,1.0,70.0,8.4,weight_gain,NBA
PERF00004203,ATH000851,2022-04-13,88.1,-2.89,1.0,72.3,7.7,weight_gain,NBA
PERF00004204,ATH000851,2022-12-27,81.8,-6.33,0.71,73.3,8.1,weight_gain,NBA
PERF00004205,ATH000851,2024-01-05,83.0,1.24,0.71,74.4,8.3,weight_gain,NBA
PERF00004206,ATH000851,2024-10-14,81.0,-1.99,0.71,72.4,8.0,weight_gain,NBA
PERF00004207,ATH000852,2022-01-01,79.0,2.69,1.0,70.0,7.0,fitness_enthusiast,Soccer
PERF00004208,ATH000852,2022-04-06,85.5,6.49,1.0,75.4,8.0,fitness_enthusiast,Soccer
PERF00004209,ATH000852,2023-06-03,83.7,-1.81,1.0,66.6,8.1,fitness_enthusiast,Soccer
PERF00004210,ATH000852,2024-04-19,83.1,-0.6,1.0,72.0,7.7,fitness_enthusiast,Soccer
PERF00004211,ATH000852,2024-12-07,83.2,0.09,1.0,71.6,7.7,fitness_enthusiast,Soccer
PERF00004212,ATH000853,2022-01-01,79.0,0.07,1.0,70.0,7.0,fitness_enthusiast,Boxing
PERF00004213,ATH000853,2022-11-28,80.5,1.47,0.86,73.0,8.0,fitness_enthusiast,Boxing
PERF00004214,ATH000853,2023-08-05,80.8,0.33,0.86,70.9,8.2,fitness_enthusiast,Boxing
PERF00004215,ATH000853,2024-05-05,82.0,1.16,0.86,72.7,8.3,fitness_enthusiast,Boxing
PERF00004216,ATH000853,2024-11-25,84.8,2.84,1.0,71.1,8.1,fitness_enthusiast,Boxing
PERF00004217,ATH000854,2022-02-06,100.0,0.93,1.0,63.0,8.8,elite_athlete,Soccer
PERF00004218,ATH000854,2022-09-12,86.3,-13.73,0.57,69.7,8.0,elite_athlete,Soccer
PERF00004219,ATH000854,2023-03-20,86.7,0.43,0.57,71.7,8.0,elite_athlete,Soccer
PERF00004220,ATH000854,2023-09-27,86.4,-0.27,0.57,69.3,8.1,elite_athlete,Soccer
PERF00004221,ATH000854,2024-08-17,94.7,8.26,0.86,73.1,7.8,elite_athlete,Soccer
PERF00004222,ATH000855,2022-01-07,84.0,3.99,1.0,70.0,7.0,amateur_athlete,Swimming
PERF00004223,ATH000855,2022-12-03,89.7,5.7,1.0,72.6,8.0,amateur_athlete,Swimming
PERF00004224,ATH000855,2023-11-29,76.2,-13.51,0.57,70.1,8.0,amateur_athlete,Swimming
PERF00004225,ATH000855,2024-05-16,77.4,1.17,0.57,73.9,8.0,amateur_athlete,Swimming
PERF00004226,ATH000855,2024-12-11,77.4,-0.03,0.57,74.6,8.0,amateur_athlete,Swimming
PERF00004227,ATH000856,2022-02-05,95.3,2.57,1.0,81.0,8.6,amateur_athlete,Cycling
PERF00004228,ATH000856,2022-11-11,83.1,-12.21,0.71,76.0,8.2,amateur_athlete,Cycling
PERF00004229,ATH000856,2023-08-20,80.5,-2.64,0.71,74.1,7.8,amateur_athlete,Cycling
PERF00004230,ATH000856,2023-12-22,68.7,-11.79,0.29,77.1,7.8,amateur_athlete,Cycling
PERF00004231,ATH000856,2024-11-13,68.8,0.07,0.29,76.9,7.8,amateur_athlete,Cycling
PERF00004232,ATH000857,2022-01-17,86.9,3.6,1.0,73.0,7.4,amateur_athlete,Cycling
PERF00004233,ATH000857,2022-11-19,76.8,-10.13,0.57,73.3,7.9,amateur_athlete,Cycling
PERF00004234,ATH000857,2023-08-21,78.2,1.39,0.57,73.7,8.2,amateur_athlete,Cycling
PERF00004235,ATH000857,2024-01-22,64.8,-13.4,0.14,75.3,8.0,amateur_athlete,Cycling
PERF00004236,ATH000857,2024-07-06,61.9,-2.91,0.0,77.7,8.1,amateur_athlete,Cycling
PERF00004237,ATH000858,2022-01-31,65.2,-1.64,0.0,65.5,7.5,elite_athlete,Boxing
PERF00004238,ATH000858,2022-09-06,99.0,33.83,1.0,69.9,8.0,elite_athlete,Boxing
PERF00004239,ATH000858,2023-10-13,100.0,1.0,1.0,70.6,8.2,elite_athlete,Boxing
PERF00004240,ATH000858,2024-06-06,100.0,0.0,1.0,72.7,8.3,elite_athlete,Boxing
PERF00004241,ATH000859,2022-03-20,99.5,4.97,1.0,85.0,8.2,professional,Cycling
PERF00004242,ATH000859,2023-02-05,97.5,-1.97,1.0,79.9,8.1,professional,Cycling
PERF00004243,ATH000859,2023-07-08,97.2,-0.3,1.0,79.0,8.1,professional,Cycling
PERF00004244,ATH000859,2024-03-12,94.2,-3.04,1.0,72.4,7.9,professional,Cycling
PERF00004245,ATH000859,2024-09-18,95.2,1.04,1.0,73.4,8.0,professional,Cycling
PERF00004246,ATH000860,2022-01-12,97.2,-0.17,1.0,79.0,8.1,professional,Soccer
PERF00004247,ATH000860,2022-08-20,97.9,0.69,1.0,76.3,8.4,professional,Soccer
PERF00004248,ATH000860,2023-09-16,95.4,-2.53,1.0,70.3,8.3,professional,Soccer
PERF00004249,ATH000860,2024-06-05,95.0,-0.4,1.0,71.4,8.1,professional,Soccer
PERF00004250,ATH000860,2024-12-17,94.5,-0.53,1.0,71.6,8.0,professional,Soccer
PERF00004251,ATH000861,2022-01-07,94.0,-0.5,1.0,70.0,7.0,elite_athlete,Swimming
PERF00004252,ATH000861,2022-10-15,100.0,6.0,1.0,71.6,8.2,elite_athlete,Swimming
PERF00004253,ATH000861,2023-05-24,100.0,0.0,1.0,72.4,8.1,elite_athlete,Swimming
PERF00004254,ATH000861,2024-04-14,100.0,0.0,1.0,72.4,8.2,elite_athlete,Swimming
PERF00004255,ATH000861,2024-12-05,100.0,0.0,1.0,74.0,8.1,elite_athlete,Swimming
PERF00004256,ATH000862,2022-01-02,94.0,1.88,1.0,70.0,7.0,elite_athlete,Cricket
PERF00004257,ATH000862,2022-07-19,99.3,5.3,1.0,73.9,7.8,elite_athlete,Cricket
PERF00004258,ATH000862,2023-04-24,98.8,-0.54,1.0,75.1,7.6,elite_athlete,Cricket
PERF00004259,ATH000862,2024-02-09,98.0,-0.77,1.0,70.6,7.8,elite_athlete,Cricket
PERF00004260,ATH000862,2024-12-10,99.2,1.23,1.0,71.7,7.9,elite_athlete,Cricket
PERF00004261,ATH000863,2022-06-03,93.4,4.99,1.0,75.7,8.5,amateur_athlete,Boxing
PERF00004262,ATH000863,2023-03-29,89.2,-4.17,1.0,72.4,7.9,amateur_athlete,Boxing
PERF00004263,ATH000863,2023-10-03,88.9,-0.3,1.0,73.0,7.8,amateur_athlete,Boxing
PERF00004264,ATH000863,2024-04-26,90.6,1.66,1.0,75.4,8.0,amateur_athlete,Boxing
PERF00004265,ATH000863,2024-11-20,88.1,-2.49,1.0,74.4,7.6,amateur_athlete,Boxing
PERF00004266,ATH000864,2022-01-11,84.0,-0.45,1.0,70.0,7.0,weight_gain,Swimming
PERF00004267,ATH000864,2022-05-31,88.6,4.59,1.0,71.0,7.9,weight_gain,Swimming
PERF00004268,ATH000864,2023-03-23,87.7,-0.87,1.0,69.6,7.8,weight_gain,Swimming
PERF00004269,ATH000864,2023-08-09,85.6,-2.06,1.0,68.6,7.4,weight_gain,Swimming
PERF00004270,ATH000864,2024-12-07,87.0,1.44,1.0,67.3,7.8,weight_gain,Swimming
PERF00004271,ATH000865,2022-01-01,79.0,4.36,1.0,70.0,7.0,fitness_enthusiast,Cricket
PERF00004272,ATH000865,2022-08-25,85.5,6.53,1.0,77.0,7.9,fitness_enthusiast,Cricket
PERF00004273,ATH000865,2023-03-24,68.2,-17.29,0.43,77.1,7.8,fitness_enthusiast,Cricket
PERF00004274,ATH000865,2023-10-11,68.4,0.19,0.43,74.1,8.1,fitness_enthusiast,Cricket
PERF00004275,ATH000865,2024-09-08,55.4,-12.99,0.0,76.9,7.9,fitness_enthusiast,Cricket
PERF00004276,ATH000866,2022-01-12,94.2,3.39,1.0,79.0,8.5,amateur_athlete,Cycling
PERF00004277,ATH000866,2022-04-30,75.4,-18.76,0.57,73.9,7.6,amateur_athlete,Cycling
PERF00004278,ATH000866,2022-12-03,75.9,0.53,0.57,72.9,7.8,amateur_athlete,Cycling
PERF00004279,ATH000866,2023-12-19,75.1,-0.83,0.57,73.6,7.6,amateur_athlete,Cycling
PERF00004280,ATH000866,2024-10-27,74.5,-0.57,0.57,72.7,7.5,amateur_athlete,Cycling
PERF00004281,ATH000867,2022-01-20,54.0,2.28,0.0,70.0,7.0,weight_loss,Soccer
PERF00004282,ATH000867,2022-05-08,58.3,4.31,0.0,74.1,7.6,weight_loss,Soccer
PERF00004283,ATH000867,2022-12-24,70.9,12.57,0.43,70.3,7.8,weight_loss,Soccer
PERF00004284,ATH000867,2023-08-29,81.1,10.21,0.71,72.3,8.0,weight_loss,Soccer
PERF00004285,ATH000867,2024-08-21,84.4,3.27,0.86,71.0,7.9,weight_loss,Soccer
PERF00004286,ATH000868,2022-02-02,84.0,4.89,1.0,70.0,7.0,amateur_athlete,Soccer
PERF00004287,ATH000868,2023-01-13,88.6,4.59,1.0,72.4,7.8,amateur_athlete,Soccer
PERF00004288,ATH000868,2023-09-22,89.0,0.4,1.0,72.1,7.9,amateur_athlete,Soccer
PERF00004289,ATH000868,2024-07-07,91.7,2.69,1.0,71.6,8.4,amateur_athlete,Soccer
PERF00004290,ATH000868,2024-12-02,83.3,-8.41,0.71,73.6,8.4,amateur_athlete,Soccer
PERF00004291,ATH000869,2022-03-04,58.7,-0.03,0.0,77.3,7.5,amateur_athlete,NBA
PERF00004292,ATH000869,2023-02-07,90.0,31.27,1.0,70.9,8.1,amateur_athlete,NBA
PERF00004293,ATH000869,2023-05-20,85.5,-4.46,0.86,73.0,8.0,amateur_athlete,NBA
PERF00004294,ATH000869,2024-03-15,84.9,-0.56,0.86,76.0,7.7,amateur_athlete,NBA
PERF00004295,ATH000869,2024-12-04,85.8,0.91,0.86,76.3,7.8,amateur_athlete,NBA
PERF00004296,ATH000870,2022-02-21,84.0,-1.27,1.0,74.0,7.8,fitness_enthusiast,Cycling
PERF00004297,ATH000870,2022-08-20,84.6,0.64,1.0,72.9,8.0,fitness_enthusiast,Cycling
PERF00004298,ATH000870,2023-09-03,83.5,-1.13,1.0,68.7,8.0,fitness_enthusiast,Cycling
PERF00004299,ATH000870,2024-06-14,82.8,-0.66,1.0,67.6,7.9,fitness_enthusiast,Cycling
PERF00004300,ATH000870,2024-10-05,84.1,1.26,1.0,69.7,8.0,fitness_enthusiast,Cycling
PERF00004301,ATH000871,2022-01-26,54.0,0.5,0.0,70.0,7.0,weight_gain,Swimming
PERF00004302,ATH000871,2022-11-26,82.3,28.34,0.71,74.7,8.1,weight_gain,Swimming
PERF00004303,ATH000871,2023-08-28,81.4,-0.86,0.71,76.0,7.8,weight_gain,Swimming
PERF00004304,ATH000871,2024-05-12,72.4,-8.99,0.43,74.0,7.9,weight_gain,Swimming
PERF00004305,ATH000871,2024-10-10,61.6,-10.77,0.0,77.6,8.1,weight_gain,Swimming
PERF00004306,ATH000872,2022-01-05,79.0,0.61,1.0,70.0,7.0,fitness_enthusiast,NBA
PERF00004307,ATH000872,2022-10-03,75.0,-3.97,0.71,70.6,7.9,fitness_enthusiast,NBA
PERF00004308,ATH000872,2023-07-02,68.7,-6.31,0.43,77.3,7.9,fitness_enthusiast,NBA
PERF00004309,ATH000872,2024-02-24,67.1,-1.59,0.43,75.1,7.7,fitness_enthusiast,NBA
PERF00004310,ATH000872,2024-09-12,65.3,-1.76,0.43,73.3,7.5,fitness_enthusiast,NBA
PERF00004311,ATH000873,2022-03-06,88.3,2.85,1.0,71.0,7.8,weight_gain,Soccer
PERF00004312,ATH000873,2022-12-02,90.9,2.6,1.0,72.3,8.2,weight_gain,Soccer
PERF00004313,ATH000873,2023-05-28,89.9,-1.03,1.0,74.6,7.9,weight_gain,Soccer
PERF00004314,ATH000873,2023-12-05,90.7,0.77,1.0,73.4,8.1,weight_gain,Soccer
PERF00004315,ATH000873,2024-12-20,88.4,-2.34,1.0,70.0,7.9,weight_gain,Soccer
PERF00004316,ATH000874,2022-02-19,59.7,0.88,0.0,69.0,8.2,weight_loss,NFL
PERF00004317,ATH000874,2022-10-02,72.0,12.33,0.43,68.4,8.1,weight_loss,NFL
PERF00004318,ATH000874,2023-04-26,73.0,1.01,0.43,71.0,8.2,weight_loss,NFL
PERF00004319,ATH000874,2023-12-15,72.4,-0.57,0.43,71.4,8.0,weight_loss,NFL
