record_id,athlete_id,date,device_type,daily_steps,active_minutes,calories_burned_device,avg_heart_rate,max_heart_rate,resting_heart_rate,sleep_hours,sleep_quality_score,stress_score,recovery_score,is_training_day,user_scenario
WEAR00029963,ATH000750,2022-02-13,Whoop,8659,120,1579,135,150,66,7.1,75.5,52,77,True,fitness_enthusiast
WEAR00029964,ATH000750,2024-08-24,Apple Watch,8379,206,2832,148,165,74,7.6,91.0,48,76,True,fitness_enthusiast
WEAR00029965,ATH000750,2022-06-28,Apple Watch,8488,244,4408,164,182,55,7.4,90.0,43,77,True,fitness_enthusiast
WEAR00029966,ATH000750,2024-08-23,Garmin,8090,241,4047,177,179,59,8.3,73.4,57,81,True,fitness_enthusiast
WEAR00029967,ATH000750,2022-07-21,Garmin,14164,141,1414,135,150,65,8.6,91.1,21,75,True,fitness_enthusiast
WEAR00029968,ATH000750,2022-03-22,Whoop,8592,149,2026,156,167,45,8.0,79.9,42,66,True,fitness_enthusiast
WEAR00029969,ATH000750,2023-08-18,Whoop,9418,225,2796,141,168,55,8.9,75.9,24,74,True,fitness_enthusiast
WEAR00029970,ATH000750,2024-09-22,Fitbit,11775,146,2073,149,162,53,8.1,93.1,24,85,True,fitness_enthusiast
WEAR00029971,ATH000750,2024-03-19,Apple Watch,9112,148,1116,136,145,71,7.8,92.2,22,65,True,fitness_enthusiast
WEAR00029972,ATH000750,2024-02-28,Fitbit,10591,166,1759,136,146,72,8.1,78.3,40,68,True,fitness_enthusiast
WEAR00029973,ATH000750,2023-12-22,Garmin,8666,178,2507,149,162,62,8.3,91.4,46,84,True,fitness_enthusiast
WEAR00029974,ATH000750,2024-01-02,Whoop,8647,146,1011,127,149,52,7.5,81.2,44,81,True,fitness_enthusiast
WEAR00029975,ATH000750,2024-10-21,Fitbit,13978,188,2603,152,160,64,7.7,76.0,45,78,True,fitness_enthusiast
WEAR00029976,ATH000750,2023-07-08,Whoop,9855,125,1916,158,164,61,8.4,78.3,55,73,True,fitness_enthusiast
WEAR00029977,ATH000750,2023-01-20,Apple Watch,8608,113,1262,148,168,66,7.1,84.5,33,68,True,fitness_enthusiast
WEAR00029978,ATH000750,2024-05-30,Fitbit,10718,143,1585,126,147,53,7.3,87.5,37,76,True,fitness_enthusiast
WEAR00029979,ATH000750,2024-12-27,Whoop,10346,135,2298,154,165,52,8.6,84.9,33,77,True,fitness_enthusiast
WEAR00029980,ATH000750,2023-04-21,Fitbit,9155,240,3528,149,161,54,7.8,86.1,34,63,True,fitness_enthusiast
WEAR00029981,ATH000750,2023-06-21,Whoop,9348,145,1334,139,142,56,7.3,86.3,59,71,True,fitness_enthusiast
WEAR00029982,ATH000750,2022-04-01,Whoop,10045,208,4517,172,179,52,8.2,75.9,44,77,True,fitness_enthusiast
WEAR00029983,ATH000750,2024-08-09,Fitbit,12034,156,1818,128,144,51,7.8,89.6,38,84,True,fitness_enthusiast
WEAR00029984,ATH000750,2023-07-22,Fitbit,12198,137,1410,136,141,54,7.4,76.6,35,66,True,fitness_enthusiast
WEAR00029985,ATH000750,2022-05-03,Whoop,9916,135,1846,154,167,74,7.9,72.3,29,63,True,fitness_enthusiast
WEAR00029986,ATH000750,2024-05-15,Whoop,10276,153,3345,177,184,75,7.7,74.1,35,80,True,fitness_enthusiast
WEAR00029987,ATH000750,2023-01-11,Apple Watch,9251,149,1684,156,168,66,8.2,84.1,27,66,True,fitness_enthusiast
WEAR00029988,ATH000750,2023-03-08,Fitbit,11662,138,1480,138,148,53,7.5,83.5,41,76,True,fitness_enthusiast
WEAR00029989,ATH000750,2023-02-01,Apple Watch,11305,153,1504,122,146,50,8.8,85.4,43,68,True,fitness_enthusiast
WEAR00029990,ATH000750,2024-01-04,Garmin,12276,124,2195,157,166,48,8.1,90.5,27,62,True,fitness_enthusiast
WEAR00029991,ATH000750,2022-01-28,Fitbit,14237,166,2219,151,165,57,9.0,77.4,22,63,True,fitness_enthusiast
WEAR00029992,ATH000750,2022-03-19,Apple Watch,12263,127,1455,131,148,70,8.4,89.1,45,81,True,fitness_enthusiast
WEAR00029993,ATH000750,2022-10-08,Whoop,13014,178,3502,161,181,75,8.8,89.0,48,79,True,fitness_enthusiast
WEAR00029994,ATH000750,2022-12-23,Whoop,8035,131,1304,133,141,66,8.5,81.2,54,64,True,fitness_enthusiast
WEAR00029995,ATH000750,2024-06-26,Apple Watch,11371,148,1511,151,162,54,8.1,85.1,27,84,True,fitness_enthusiast
WEAR00029996,ATH000750,2024-09-17,Apple Watch,11912,151,3055,159,168,57,7.3,77.7,32,79,True,fitness_enthusiast
WEAR00029997,ATH000750,2023-03-23,Apple Watch,10891,224,4203,175,179,67,8.6,77.1,35,63,True,fitness_enthusiast
WEAR00029998,ATH000750,2022-08-19,Garmin,11313,198,3786,157,162,57,8.6,75.0,22,70,True,fitness_enthusiast
WEAR00029999,ATH000750,2023-12-24,Whoop,11933,117,1245,125,150,72,7.9,85.0,44,81,True,fitness_enthusiast
WEAR00030000,ATH000750,2023-09-11,Fitbit,8325,164,1898,153,167,46,8.8,71.6,24,70,True,fitness_enthusiast
WEAR00030001,ATH000751,2024-02-27,Fitbit,12709,160,3242,168,180,52,7.8,93.0,26,75,True,weight_loss
WEAR00030002,ATH000751,2024-08-21,Garmin,16387,157,3125,161,178,63,8.1,71.8,60,62,True,weight_loss
WEAR00030003,ATH000751,2022-07-26,Garmin,12476,142,2870,149,157,48,8.2,94.1,32,60,True,weight_loss
WEAR00030004,ATH000751,2022-09-13,Garmin,11670,158,2249,136,152,61,8.7,75.7,49,79,True,weight_loss
WEAR00030005,ATH000751,2023-02-03,Whoop,12181,192,3269,160,174,64,8.2,78.1,37,75,True,weight_loss
WEAR00030006,ATH000751,2023-04-26,Apple Watch,11687,183,4245,164,177,48,7.9,75.5,58,64,True,weight_loss
WEAR00030007,ATH000751,2024-02-20,Garmin,11859,243,5031,177,196,55,8.5,87.7,25,61,True,weight_loss
WEAR00030008,ATH000751,2022-10-29,Fitbit,11974,167,4092,150,171,51,7.0,75.2,52,61,True,weight_loss
WEAR00030009,ATH000751,2024-09-09,Whoop,15942,197,2841,158,175,49,8.2,79.1,34,84,True,weight_loss
WEAR00030010,ATH000751,2023-03-20,Fitbit,11399,129,2341,130,160,50,8.3,85.1,57,72,True,weight_loss
WEAR00030011,ATH000751,2024-03-27,Apple Watch,17012,248,6474,186,196,65,7.2,85.5,36,81,True,weight_loss
WEAR00030012,ATH000751,2023-10-08,Garmin,14602,119,3161,166,173,59,7.1,94.1,34,68,True,weight_loss
WEAR00030013,ATH000751,2022-08-15,Whoop,11957,153,2870,144,152,72,8.1,87.3,24,77,True,weight_loss
WEAR00030014,ATH000751,2024-09-18,Apple Watch,11604,174,4955,188,196,66,8.1,81.2,32,65,True,weight_loss
WEAR00030015,ATH000751,2022-12-01,Apple Watch,16833,179,3112,163,171,72,7.2,88.3,38,85,True,weight_loss
WEAR00030016,ATH000751,2023-05-31,Fitbit,13643,161,5359,186,193,74,8.6,90.1,58,64,True,weight_loss
WEAR00030017,ATH000751,2023-07-24,Fitbit,15890,137,2761,166,178,47,7.8,78.4,58,62,True,weight_loss
WEAR00030018,ATH000751,2023-02-18,Fitbit,14503,264,6558,172,196,54,7.6,84.0,50,71,True,weight_loss
WEAR00030019,ATH000751,2023-02-27,Whoop,15568,151,3056,163,175,45,8.2,87.6,47,62,True,weight_loss
WEAR00030020,ATH000751,2023-01-03,Fitbit,13376,255,5934,151,174,52,7.7,71.4,28,61,True,weight_loss
WEAR00030021,ATH000751,2024-10-16,Garmin,15122,156,2238,138,160,59,7.5,79.1,28,72,True,weight_loss
WEAR00030022,ATH000751,2022-01-22,Apple Watch,12538,192,5373,190,193,61,7.5,79.2,42,71,True,weight_loss
WEAR00030023,ATH000751,2023-12-23,Fitbit,14850,181,3499,153,172,67,7.4,87.9,33,67,True,weight_loss
WEAR00030024,ATH000751,2024-09-07,Garmin,12714,148,1570,134,156,56,7.9,92.7,25,71,True,weight_loss
WEAR00030025,ATH000751,2024-09-30,Garmin,15968,184,2935,146,153,48,7.8,72.8,44,69,True,weight_loss
WEAR00030026,ATH000751,2024-04-21,Garmin,12009,191,2522,131,156,49,8.9,89.2,36,81,True,weight_loss
WEAR00030027,ATH000751,2024-08-08,Garmin,17484,172,2483,161,176,72,9.0,93.8,25,77,True,weight_loss
WEAR00030028,ATH000751,2024-06-02,Apple Watch,18313,146,3537,151,173,56,8.1,87.1,54,60,True,weight_loss
WEAR00030029,ATH000751,2023-03-30,Apple Watch,13873,199,5121,177,192,61,7.7,84.5,43,80,True,weight_loss
WEAR00030030,ATH000751,2023-12-02,Apple Watch,13035,210,5236,167,178,65,7.1,80.9,47,65,True,weight_loss
WEAR00030031,ATH000751,2024-06-10,Fitbit,12932,208,4762,162,173,48,7.6,73.8,20,83,True,weight_loss
WEAR00030032,ATH000751,2024-03-25,Garmin,14705,195,2665,140,160,54,7.3,79.3,54,70,True,weight_loss
WEAR00030033,ATH000751,2022-04-23,Whoop,14259,112,1996,135,160,60,7.3,79.6,25,75,True,weight_loss
WEAR00030034,ATH000751,2023-07-07,Fitbit,16448,172,3949,161,173,46,8.8,82.9,50,82,True,weight_loss
WEAR00030035,ATH000751,2023-11-11,Garmin,16631,186,2385,140,154,73,8.2,89.6,22,74,True,weight_loss
WEAR00030036,ATH000751,2023-11-02,Apple Watch,14344,219,5134,156,175,75,8.3,74.3,28,75,True,weight_loss
WEAR00030037,ATH000751,2023-06-04,Whoop,15250,127,1753,148,155,75,7.0,89.7,26,82,True,weight_loss
WEAR00030038,ATH000751,2023-07-27,Garmin,14245,117,3025,164,172,61,8.9,70.1,22,72,True,weight_loss
WEAR00030039,ATH000751,2023-11-24,Garmin,11608,135,2789,166,171,50,8.7,81.2,34,74,True,weight_loss
WEAR00030040,ATH000751,2023-03-09,Fitbit,12446,163,4797,177,194,61,8.8,90.3,33,68,True,weight_loss
WEAR00030041,ATH000752,2023-08-11,Fitbit,13137,130,836,134,148,57,8.8,90.2,45,79,True,fitness_enthusiast
WEAR00030042,ATH000752,2024-03-12,Garmin,10968,178,1305,124,143,64,8.8,72.7,22,69,True,fitness_enthusiast
WEAR00030043,ATH000752,2022-05-25,Whoop,12826,171,1342,138,146,68,7.2,82.0,55,64,True,fitness_enthusiast
WEAR00030044,ATH000752,2022-06-28,Apple Watch,11578,139,1052,127,148,46,7.6,94.5,58,73,True,fitness_enthusiast
WEAR00030045,ATH000752,2022-11-15,Apple Watch,14704,169,1329,151,159,54,7.4,76.2,41,78,True,fitness_enthusiast
WEAR00030046,ATH000752,2024-09-03,Fitbit,11879,165,1037,130,148,61,8.2,74.1,21,65,True,fitness_enthusiast
WEAR00030047,ATH000752,2024-09-28,Whoop,10531,126,1060,124,149,72,8.5,80.2,54,70,True,fitness_enthusiast
WEAR00030048,ATH000752,2024-01-15,Whoop,12029,112,1344,152,163,68,7.1,81.4,23,85,True,fitness_enthusiast
WEAR00030049,ATH000752,2022-12-05,Apple Watch,12471,226,2583,157,163,50,8.4,72.2,39,71,True,fitness_enthusiast
WEAR00030050,ATH000752,2023-03-31,Whoop,12868,160,1321,139,148,68,8.0,75.7,46,67,True,fitness_enthusiast
WEAR00030051,ATH000752,2023-12-17,Whoop,12730,148,1321,135,142,65,8.1,80.8,50,83,True,fitness_enthusiast
WEAR00030052,ATH000752,2022-08-26,Garmin,13487,171,1674,132,148,71,7.3,83.1,37,64,True,fitness_enthusiast
WEAR00030053,ATH000752,2023-03-01,Apple Watch,13548,194,1811,148,162,56,8.2,79.3,24,70,True,fitness_enthusiast
WEAR00030054,ATH000752,2024-08-18,Garmin,13398,117,1120,139,148,74,7.4,82.0,45,80,True,fitness_enthusiast
WEAR00030055,ATH000752,2022-04-06,Garmin,11752,166,1156,124,145,57,7.4,75.4,49,75,True,fitness_enthusiast
WEAR00030056,ATH000752,2022-12-06,Garmin,12747,153,758,137,147,53,7.1,72.3,40,69,True,fitness_enthusiast
WEAR00030057,ATH000752,2022-08-09,Garmin,10691,152,906,151,161,75,7.1,91.4,54,62,True,fitness_enthusiast
WEAR00030058,ATH000752,2023-02-27,Fitbit,8900,148,1144,137,141,70,7.9,74.1,39,63,True,fitness_enthusiast
WEAR00030059,ATH000752,2022-09-05,Whoop,9906,202,1790,150,163,56,7.0,76.6,34,69,True,fitness_enthusiast
WEAR00030060,ATH000752,2024-10-29,Apple Watch,9797,177,1372,140,144,55,7.3,91.9,48,64,True,fitness_enthusiast
WEAR00030061,ATH000752,2023-03-17,Apple Watch,12886,155,1865,143,165,52,8.1,83.0,31,61,True,fitness_enthusiast
WEAR00030062,ATH000752,2024-05-18,Garmin,9845,166,1109,122,145,65,8.5,88.2,57,68,True,fitness_enthusiast
WEAR00030063,ATH000752,2024-02-03,Garmin,9336,144,1152,150,159,51,7.2,72.1,50,62,True,fitness_enthusiast
WEAR00030064,ATH000752,2024-10-22,Whoop,9470,168,2146,168,178,65,8.1,73.9,47,79,True,fitness_enthusiast
WEAR00030065,ATH000752,2024-04-21,Whoop,10316,155,1865,167,180,58,7.8,75.2,57,65,True,fitness_enthusiast
WEAR00030066,ATH000752,2024-08-06,Whoop,12042,201,1929,156,159,59,7.1,87.8,29,71,True,fitness_enthusiast
WEAR00030067,ATH000752,2023-10-02,Apple Watch,14646,193,1873,143,162,64,8.6,87.1,55,83,True,fitness_enthusiast
WEAR00030068,ATH000752,2024-03-05,Garmin,11495,178,1470,142,166,48,7.6,80.7,56,84,True,fitness_enthusiast
WEAR00030069,ATH000752,2023-03-15,Apple Watch,9936,160,987,141,160,68,7.6,90.5,47,80,True,fitness_enthusiast
WEAR00030070,ATH000752,2024-12-11,Apple Watch,14096,103,1046,147,158,63,7.2,93.9,25,68,True,fitness_enthusiast
WEAR00030071,ATH000752,2024-04-18,Fitbit,9795,132,980,131,146,52,8.7,84.1,27,63,True,fitness_enthusiast
WEAR00030072,ATH000752,2022-05-03,Garmin,13661,209,1745,158,163,74,8.0,89.8,26,79,True,fitness_enthusiast
WEAR00030073,ATH000752,2022-10-20,Whoop,8313,106,1039,156,162,58,8.4,81.2,29,79,True,fitness_enthusiast
WEAR00030074,ATH000752,2024-01-13,Whoop,9441,141,817,133,142,59,7.3,93.0,20,75,True,fitness_enthusiast
WEAR00030075,ATH000752,2024-01-04,Whoop,13502,179,1776,146,160,50,7.1,81.0,47,70,True,fitness_enthusiast
WEAR00030076,ATH000752,2024-05-10,Apple Watch,10302,231,2529,158,159,65,7.1,85.5,49,75,True,fitness_enthusiast
WEAR00030077,ATH000752,2024-05-31,Garmin,8399,164,1539,145,159,67,7.7,86.9,52,71,True,fitness_enthusiast
WEAR00030078,ATH000752,2023-06-04,Whoop,12257,187,1750,157,165,66,7.0,86.6,55,68,True,fitness_enthusiast
WEAR00030079,ATH000752,2022-04-21,Garmin,9991,113,743,131,145,55,7.1,77.6,60,72,True,fitness_enthusiast
WEAR00030080,ATH000752,2024-08-13,Apple Watch,14333,216,1601,147,162,47,8.6,90.2,44,81,True,fitness_enthusiast
WEAR00030081,ATH000753,2022-05-29,Fitbit,12599,150,996,134,136,53,9.0,85.9,31,71,True,amateur_athlete
WEAR00030082,ATH000753,2022-07-26,Whoop,10799,120,629,106,123,54,8.9,79.8,32,77,True,amateur_athlete
WEAR00030083,ATH000753,2022-05-30,Fitbit,12068,178,1137,128,138,62,8.5,85.6,51,67,True,amateur_athlete
WEAR00030084,ATH000753,2022-07-18,Apple Watch,11584,135,1236,124,138,73,7.3,93.6,43,77,True,amateur_athlete
WEAR00030085,ATH000753,2022-10-07,Apple Watch,10536,188,1432,150,163,61,7.3,80.3,40,61,True,amateur_athlete
WEAR00030086,ATH000753,2023-01-18,Apple Watch,10654,134,754,95,123,59,7.5,84.7,38,61,True,amateur_athlete
WEAR00030087,ATH000753,2023-07-18,Apple Watch,10945,151,856,124,138,70,7.4,88.2,25,60,True,amateur_athlete
WEAR00030088,ATH000753,2023-05-24,Apple Watch,8255,125,1293,152,159,63,7.2,94.6,53,66,True,amateur_athlete
WEAR00030089,ATH000753,2023-10-04,Whoop,14475,128,1543,139,159,49,8.4,87.1,53,70,True,amateur_athlete
WEAR00030090,ATH000753,2022-04-16,Apple Watch,13867,129,686,104,121,65,7.8,83.9,40,71,True,amateur_athlete
WEAR00030091,ATH000753,2023-10-07,Whoop,12223,183,1303,122,138,58,7.7,87.8,24,78,True,amateur_athlete
WEAR00030092,ATH000753,2024-09-18,Garmin,14646,180,1770,140,161,58,7.6,86.0,36,80,True,amateur_athlete
WEAR00030093,ATH000753,2023-09-19,Whoop,12274,155,1423,135,139,58,8.4,83.1,45,85,True,amateur_athlete
WEAR00030094,ATH000753,2023-06-02,Whoop,11639,134,623,105,125,48,8.8,90.4,20,85,True,amateur_athlete
WEAR00030095,ATH000753,2024-04-08,Apple Watch,8950,205,1517,120,143,63,8.2,73.3,30,74,True,amateur_athlete
WEAR00030096,ATH000753,2023-08-10,Apple Watch,11890,174,1392,150,156,72,8.4,77.9,50,63,True,amateur_athlete
WEAR00030097,ATH000753,2024-01-26,Apple Watch,8016,187,1430,129,140,58,8.8,80.9,55,72,True,amateur_athlete
WEAR00030098,ATH000753,2022-06-18,Apple Watch,13558,158,1710,147,158,53,8.1,78.3,34,66,True,amateur_athlete
WEAR00030099,ATH000753,2022-10-25,Apple Watch,13847,163,1262,151,161,67,9.0,75.0,20,64,True,amateur_athlete
WEAR00030100,ATH000753,2023-09-30,Whoop,13047,153,829,126,142,57,7.2,71.1,31,78,True,amateur_athlete
WEAR00030101,ATH000753,2022-02-17,Whoop,13690,170,1133,134,141,74,8.1,93.1,25,69,True,amateur_athlete
WEAR00030102,ATH000753,2024-10-21,Garmin,13420,87,663,114,121,67,8.6,80.7,60,61,True,amateur_athlete
WEAR00030103,ATH000753,2023-05-25,Garmin,11703,148,1135,135,141,50,8.8,71.3,21,79,True,amateur_athlete
WEAR00030104,ATH000753,2024-09-30,Fitbit,13583,191,1319,122,137,55,8.0,71.5,38,62,True,amateur_athlete
WEAR00030105,ATH000753,2024-07-02,Apple Watch,10603,140,1015,119,137,54,7.2,89.7,39,73,True,amateur_athlete
WEAR00030106,ATH000753,2023-09-18,Fitbit,14180,159,1512,143,160,75,7.7,85.5,59,69,True,amateur_athlete
WEAR00030107,ATH000753,2024-04-21,Whoop,14980,187,1704,149,155,68,8.6,87.9,39,83,True,amateur_athlete
WEAR00030108,ATH000753,2023-05-17,Garmin,9472,111,560,99,126,66,7.5,73.0,56,79,True,amateur_athlete
WEAR00030109,ATH000753,2023-10-05,Garmin,8306,184,1207,146,161,48,7.3,79.7,27,73,True,amateur_athlete
WEAR00030110,ATH000753,2024-06-02,Whoop,12218,107,521,118,120,71,7.7,76.8,47,64,True,amateur_athlete
WEAR00030111,ATH000753,2022-10-05,Fitbit,14794,169,1355,122,139,63,8.2,95.0,26,82,True,amateur_athlete
WEAR00030112,ATH000753,2023-10-25,Garmin,12969,154,1813,149,155,45,8.4,93.5,28,65,True,amateur_athlete
WEAR00030113,ATH000753,2023-05-21,Garmin,9261,141,1294,121,144,71,8.5,81.3,49,62,True,amateur_athlete
WEAR00030114,ATH000753,2024-12-19,Fitbit,9719,129,1089,138,156,61,8.1,88.7,29,75,True,amateur_athlete
WEAR00030115,ATH000753,2024-01-13,Fitbit,10726,167,1170,122,138,64,8.2,73.7,31,69,True,amateur_athlete
WEAR00030116,ATH000753,2023-12-07,Apple Watch,9776,131,1066,121,140,47,7.5,76.8,54,66,True,amateur_athlete
WEAR00030117,ATH000753,2022-04-19,Whoop,8714,143,1130,138,160,65,8.5,71.5,46,82,True,amateur_athlete
WEAR00030118,ATH000753,2023-03-19,Fitbit,9593,148,1491,120,139,57,7.0,73.0,27,60,True,amateur_athlete
WEAR00030119,ATH000753,2024-04-02,Whoop,12100,71,684,117,123,64,8.8,72.8,41,76,True,amateur_athlete
WEAR00030120,ATH000753,2022-01-09,Garmin,9272,128,1188,132,143,47,7.7,91.2,52,71,True,amateur_athlete
WEAR00030121,ATH000754,2024-06-16,Apple Watch,12917,127,1970,151,158,65,8.4,85.5,56,85,True,amateur_athlete
WEAR00030122,ATH000754,2022-03-08,Fitbit,14785,181,2134,137,145,60,7.2,83.7,55,60,True,amateur_athlete
WEAR00030123,ATH000754,2023-05-20,Apple Watch,13473,171,2776,149,160,75,8.2,70.8,36,67,True,amateur_athlete
WEAR00030124,ATH000754,2023-03-18,Apple Watch,8373,194,3050,141,158,55,7.8,75.3,25,61,True,amateur_athlete
WEAR00030125,ATH000754,2023-12-08,Whoop,13266,194,2684,152,162,65,7.7,92.6,53,84,True,amateur_athlete
WEAR00030126,ATH000754,2022-07-22,Whoop,11939,168,1969,128,145,71,8.9,83.4,28,80,True,amateur_athlete
WEAR00030127,ATH000754,2022-12-14,Whoop,14561,204,4356,164,176,74,7.8,91.3,58,63,True,amateur_athlete
WEAR00030128,ATH000754,2022-09-26,Fitbit,14263,150,2846,146,162,59,7.4,77.1,60,67,True,amateur_athlete
WEAR00030129,ATH000754,2022-03-21,Whoop,10222,151,2081,152,162,75,7.0,74.7,29,62,True,amateur_athlete
WEAR00030130,ATH000754,2022-07-20,Whoop,12910,138,1825,125,141,64,7.0,93.2,60,80,True,amateur_athlete
WEAR00030131,ATH000754,2023-10-29,Fitbit,9234,255,5162,142,160,69,7.1,89.9,59,65,True,amateur_athlete
WEAR00030132,ATH000754,2024-05-09,Garmin,10599,193,2878,147,159,55,8.3,93.9,28,66,True,amateur_athlete
WEAR00030133,ATH000754,2022-03-15,Whoop,9750,156,2318,156,165,58,8.6,83.0,59,70,True,amateur_athlete
WEAR00030134,ATH000754,2022-03-04,Garmin,12201,145,1738,135,142,49,8.0,85.0,52,83,True,amateur_athlete
WEAR00030135,ATH000754,2023-12-22,Apple Watch,11873,134,2196,136,140,67,7.3,91.8,35,67,True,amateur_athlete
WEAR00030136,ATH000754,2022-02-28,Garmin,8535,131,2263,127,138,52,8.9,86.3,28,65,True,amateur_athlete
WEAR00030137,ATH000754,2023-12-09,Garmin,12760,162,1919,132,147,69,8.5,86.7,49,70,True,amateur_athlete
WEAR00030138,ATH000754,2024-03-08,Apple Watch,13262,112,1377,122,144,66,7.8,88.1,49,65,True,amateur_athlete
WEAR00030139,ATH000754,2023-05-02,Fitbit,8368,185,2687,141,157,57,7.9,73.1,47,68,True,amateur_athlete
WEAR00030140,ATH000754,2024-09-13,Apple Watch,12352,179,4292,142,162,65,7.5,81.4,20,84,True,amateur_athlete
WEAR00030141,ATH000754,2022-06-25,Whoop,10255,239,5133,175,177,73,8.1,76.5,38,65,True,amateur_athlete
WEAR00030142,ATH000754,2022-04-27,Fitbit,11042,117,1724,126,141,68,7.6,91.3,38,70,True,amateur_athlete
WEAR00030143,ATH000754,2024-05-12,Fitbit,14525,249,5013,160,178,54,7.8,74.3,35,66,True,amateur_athlete
WEAR00030144,ATH000754,2023-02-21,Whoop,12730,205,3231,146,166,64,7.5,74.3,26,64,True,amateur_athlete
WEAR00030145,ATH000754,2022-08-04,Whoop,10263,160,1797,121,144,69,7.3,80.1,40,78,True,amateur_athlete
WEAR00030146,ATH000754,2023-01-11,Whoop,10076,178,2689,120,143,50,8.4,83.3,46,74,True,amateur_athlete
WEAR00030147,ATH000754,2024-10-18,Whoop,9707,143,3097,146,162,72,7.2,74.6,23,71,True,amateur_athlete
WEAR00030148,ATH000754,2023-07-30,Garmin,10774,209,4618,163,180,65,8.7,93.5,45,80,True,amateur_athlete
WEAR00030149,ATH000754,2024-03-25,Apple Watch,11113,153,1779,145,164,47,8.7,85.2,52,66,True,amateur_athlete
WEAR00030150,ATH000754,2023-04-22,Apple Watch,9862,140,3020,138,165,57,7.5,72.3,48,79,True,amateur_athlete
WEAR00030151,ATH000754,2023-10-27,Garmin,10090,241,3848,145,160,55,7.2,80.0,31,65,True,amateur_athlete
WEAR00030152,ATH000754,2024-11-24,Whoop,14670,206,3767,146,165,55,7.6,86.0,55,80,True,amateur_athlete
WEAR00030153,ATH000754,2022-04-18,Whoop,10419,168,2748,143,159,46,7.3,85.5,34,77,True,amateur_athlete
WEAR00030154,ATH000754,2022-05-26,Whoop,12095,153,2093,154,164,50,7.1,75.1,46,84,True,amateur_athlete
WEAR00030155,ATH000754,2024-08-13,Fitbit,12595,147,1739,153,165,61,8.8,82.5,55,73,True,amateur_athlete
WEAR00030156,ATH000754,2022-04-19,Fitbit,10809,192,2264,131,147,70,7.5,90.3,43,78,True,amateur_athlete
WEAR00030157,ATH000754,2022-11-23,Whoop,13396,169,2242,121,145,61,7.1,83.7,32,62,True,amateur_athlete
WEAR00030158,ATH000754,2024-02-09,Garmin,14060,146,1354,129,145,60,7.9,92.7,49,75,True,amateur_athlete
WEAR00030159,ATH000754,2022-03-25,Apple Watch,13039,198,5001,174,179,61,7.5,87.2,49,85,True,amateur_athlete
WEAR00030160,ATH000754,2022-05-01,Garmin,10797,166,2029,121,147,56,8.5,75.8,44,61,True,amateur_athlete
WEAR00030161,ATH000755,2023-02-26,Whoop,15778,241,4823,170,188,63,7.2,72.5,33,74,True,weight_loss
WEAR00030162,ATH000755,2022-11-28,Garmin,14448,178,2327,146,166,75,8.8,88.9,24,77,True,weight_loss
WEAR00030163,ATH000755,2024-07-17,Apple Watch,16293,135,1681,130,155,45,8.8,75.2,38,76,True,weight_loss
WEAR00030164,ATH000755,2024-12-13,Apple Watch,15111,219,5098,169,190,47,7.2,80.1,48,82,True,weight_loss
WEAR00030165,ATH000755,2022-03-13,Whoop,13396,143,1306,128,149,46,7.5,80.3,47,80,True,weight_loss
WEAR00030166,ATH000755,2022-10-04,Whoop,15562,175,3007,149,172,54,7.9,78.5,27,65,True,weight_loss
WEAR00030167,ATH000755,2024-01-15,Whoop,15962,233,5086,168,190,50,7.7,94.4,60,81,True,weight_loss
WEAR00030168,ATH000755,2024-03-18,Garmin,16231,193,3994,183,187,68,7.8,74.7,44,70,True,weight_loss
WEAR00030169,ATH000755,2022-10-11,Apple Watch,11800,106,1381,128,146,62,7.1,93.8,56,69,True,weight_loss
WEAR00030170,ATH000755,2024-04-20,Apple Watch,13786,132,2376,149,172,65,8.4,85.1,57,77,True,weight_loss
WEAR00030171,ATH000755,2022-08-31,Fitbit,13388,175,1763,132,149,69,8.3,89.0,32,84,True,weight_loss
WEAR00030172,ATH000755,2022-04-12,Whoop,12450,142,1425,127,150,45,7.4,87.0,40,71,True,weight_loss
WEAR00030173,ATH000755,2023-06-18,Apple Watch,16364,151,1578,137,152,53,8.2,70.5,31,72,True,weight_loss
WEAR00030174,ATH000755,2024-04-11,Whoop,15524,173,1636,136,149,54,8.7,80.0,23,75,True,weight_loss
WEAR00030175,ATH000755,2022-02-18,Apple Watch,12466,133,1957,158,169,59,8.4,86.8,20,76,True,weight_loss
WEAR00030176,ATH000755,2024-05-21,Apple Watch,13641,141,1792,130,148,54,8.1,71.6,21,77,True,weight_loss
WEAR00030177,ATH000755,2023-06-23,Garmin,17562,142,1327,134,153,72,7.7,92.0,60,85,True,weight_loss
WEAR00030178,ATH000755,2022-08-07,Fitbit,17233,214,4573,149,167,63,9.0,79.5,31,62,True,weight_loss
WEAR00030179,ATH000755,2024-08-11,Whoop,14538,153,1966,136,147,65,8.5,93.0,49,60,True,weight_loss
WEAR00030180,ATH000755,2023-02-18,Apple Watch,12610,100,1701,155,174,61,7.1,76.5,22,81,True,weight_loss
WEAR00030181,ATH000755,2023-12-15,Fitbit,18344,135,2309,149,174,47,7.5,93.2,32,72,True,weight_loss
WEAR00030182,ATH000755,2023-01-03,Whoop,16782,194,2279,142,152,59,8.5,89.5,35,66,True,weight_loss
WEAR00030183,ATH000755,2024-06-06,Garmin,13550,150,1936,147,166,58,7.6,73.4,20,78,True,weight_loss
